congress|bill_number|bill_type|policy_area|sponsor_name|sponsor_lastname|sponsor_state|sponsor_party
115|534|s|Crime and Law Enforcement|Dianne|Feinstein|CA|D
115|2430|s|Armed Forces and National Security|Christopher|Coons|DE|D
115|2429|s|Crime and Law Enforcement|Sherrod|Brown|OH|D
115|966|s|Arts, Culture, Religion|Gary|Peters|MI|D
115|400|s|Public Lands and Natural Resources|Bob|Casey|PA|D
115|2238|s|Public Lands and Natural Resources|Sherrod|Brown|OH|D
115|2225|s|Public Lands and Natural Resources|Richard|Burr|NC|R
115|2379|s|Armed Forces and National Security|Timothy|Kaine|VA|D
115|1956|s|Public Lands and Natural Resources|Lisa|Murkowski|AK|R
115|1472|s|Public Lands and Natural Resources|Lamar|Alexander|TN|R
115|2428|s|Finance and Financial Sector|ORRIN|HATCH|UT|R
115|2427|s|Foreign Trade and International Finance|Gary|Peters|MI|D
115|951|s|Government Operations and Politics|Rob|Portman|OH|R
115|2426|s|Agriculture and Food|Kirsten|Gillibrand|NY|D
115|2425|s|Taxation|Ben|Cardin|MD|D
115|2424|s|Public Lands and Natural Resources|ORRIN|HATCH|UT|R
115|2423|s|Education|Brian|Schatz|HI|D
115|2422|s|Transportation and Public Works|Elizabeth|Warren|MA|D
115|2420|s|Taxation|Steve|Daines|MT|R
115|2417|s|Finance and Financial Sector|Jeff|Merkley|OR|D
115|2416|s|Armed Forces and National Security|Roger|Wicker|MS|R
115|2060|s|International Affairs|JOHN|MCCAIN|AZ|R
115|2415|s|Health|Charles|Grassley|IA|R
115|2414|s|Public Lands and Natural Resources|Dean|Heller|NV|R
115|2412|s|International Affairs|Lindsey|Graham|SC|R
115|2410|s|Taxation|John|Thune|SD|R
115|2408|s|Armed Forces and National Security|Ben|Cardin|MD|D
115|2409|s|Agriculture and Food|TOM|UDALL|NM|D
115|2407|s|Education|Maggie|Hassan|NH|D
115|2406|s|Health|Lamar|Alexander|TN|R
115|2404|s|Agriculture and Food|Bob|Casey|PA|D
115|2402|s|Armed Forces and National Security|Elizabeth|Warren|MA|D
115|2403|s|Transportation and Public Works|Joe|Donnelly|IN|D
115|2401|s|Congress|Charles|Grassley|IA|R
115|2399|s|Finance and Financial Sector|Christopher|Murphy|CT|D
115|2398|s|Armed Forces and National Security|John|Hoeven|ND|R
115|2396|s|Energy|Kamala|Harris|CA|D
115|2394|s|Education|ORRIN|HATCH|UT|R
115|2392|s|Science, Technology, Communications|Steve|Daines|MT|R
115|2391|s|Government Operations and Politics|Tom|Cotton|AR|R
115|2390|s|Labor and Employment|Tammy|Duckworth|IL|D
115|2389|s|Crime and Law Enforcement|Patrick|Toomey|PA|R
115|2388|s|Energy|Bernard|Sanders|VT|I
115|2387|s|Health|Shelley|Capito|WV|R
115|507|s|Public Lands and Natural Resources|Jon|Tester|MT|D
115|2218|s|Public Lands and Natural Resources|Michael|Bennet|CO|D
115|2206|s|Public Lands and Natural Resources|Steve|Daines|MT|R
115|1665|s|Public Lands and Natural Resources|ORRIN|HATCH|UT|R
115|1481|s|Native Americans|Lisa|Murkowski|AK|R
115|1222|s|Public Lands and Natural Resources|JEFF|FLAKE|AZ|R
115|1046|s|Public Lands and Natural Resources|Dean|Heller|NV|R
115|2386|s|Armed Forces and National Security|Charles|Grassley|IA|R
115|2384|s|Education|Chris|Van Hollen|MD|D
115|2383|s|Crime and Law Enforcement|ORRIN|HATCH|UT|R
115|2382|s|Armed Forces and National Security|Thomas|Tillis|NC|R
115|2381|s|Transportation and Public Works|Amy|Klobuchar|MN|D
115|2380|s|Immigration|Dean|Heller|NV|R
115|2378|s|Taxation|Mike|Rounds|SD|R
115|2182|s|Public Lands and Natural Resources|Lisa|Murkowski|AK|R
115|1454|s|Crime and Law Enforcement|Sheldon|Whitehouse|RI|D
115|2376|s|Government Operations and Politics|John|Reed|RI|D
115|2375|s|Finance and Financial Sector|Sherrod|Brown|OH|D
115|2373|s|Taxation|John|Hoeven|ND|R
115|2371|s|Taxation|Debbie|Stabenow|MI|D
115|2370|s|Education|Cory|Booker|NJ|D
115|2368|s|Taxation|Sheldon|Whitehouse|RI|D
115|2367|s|Immigration|Christopher|Coons|DE|D
115|1887|s|Government Operations and Politics|James|Lankford|OK|R
115|701|s|Commerce|Kirsten|Gillibrand|NY|D
115|118|s|Commerce|Mike|Lee|UT|R
115|2366|s|Government Operations and Politics|Cory|Booker|NJ|D
115|117|s|Public Lands and Natural Resources|Steve|Daines|MT|R
115|2365|s|International Affairs|Marco|Rubio|FL|R
115|2364|s|Environmental Protection|John|Boozman|AR|R
115|2363|s|Housing and Community Development|Tammy|Duckworth|IL|D
115|2361|s|Finance and Financial Sector|Tammy|Duckworth|IL|D
115|2360|s|Transportation and Public Works|Heidi|Heitkamp|ND|D
115|2359|s|Government Operations and Politics|Claire|McCaskill|MO|D
115|2358|s|Health|Marco|Rubio|FL|R
115|2357|s|Armed Forces and National Security|Jon|Tester|MT|D
115|2356|s|Armed Forces and National Security|Jon|Tester|MT|D
115|1847|s|Emergency Management|Steve|Daines|MT|R
115|2355|s|Government Operations and Politics|Elizabeth|Warren|MA|D
115|2354|s|Public Lands and Natural Resources|TOM|UDALL|NM|D
115|2147|s|Labor and Employment|Sherrod|Brown|OH|D
115|1591|s|International Affairs|Chris|Van Hollen|MD|D
115|2352|s|Environmental Protection|Chris|Van Hollen|MD|D
115|2353|s|International Affairs|Tom|Cotton|AR|R
115|2311|s|Crime and Law Enforcement|Lindsey|Graham|SC|R
115|2351|s|Education|Ben|Cardin|MD|D
115|1873|s|Armed Forces and National Security|Richard|Blumenthal|CT|D
115|2350|s|Public Lands and Natural Resources|Jeanne|Shaheen|NH|D
115|1395|s|Public Lands and Natural Resources|Thomas|Carper|DE|D
115|2348|s|Transportation and Public Works|ORRIN|HATCH|UT|R
115|2346|s|Water Resources Development|Cory|Booker|NJ|D
115|2344|s|Immigration|ORRIN|HATCH|UT|R
115|2342|s|Education|Todd|Young|IN|R
115|2341|s|Armed Forces and National Security|Jon|Tester|MT|D
115|2340|s|Government Operations and Politics|Brian|Schatz|HI|D
115|2339|s|Economics and Public Finance|Rand|Paul|KY|R
115|2338|s|Government Operations and Politics|Jon|Tester|MT|D
115|1983|s|Foreign Trade and International Finance|Sherrod|Brown|OH|D
115|2337|s|Public Lands and Natural Resources|Michael|Bennet|CO|D
115|2336|s|Armed Forces and National Security|Jon|Tester|MT|D
115|2335|s|Public Lands and Natural Resources|Mike|Rounds|SD|R
115|2333|s|International Affairs|Rand|Paul|KY|R
115|2332|s|Public Lands and Natural Resources|Todd|Young|IN|R
115|2331|s|Environmental Protection|Dan|Sullivan|AK|R
115|2329|s|Water Resources Development|John|Hoeven|ND|R
115|2330|s|Economics and Public Finance|JEFF|FLAKE|AZ|R
115|139|s|Armed Forces and National Security|ORRIN|HATCH|UT|R
115|2327|s|Congress|Heidi|Heitkamp|ND|D
115|2326|s|Crime and Law Enforcement|John|Kennedy|LA|R
115|2328|s|Armed Forces and National Security|Richard|Durbin|IL|D
115|2324|s|Finance and Financial Sector|Dean|Heller|NV|R
115|2070|s|Crime and Law Enforcement|Charles|Grassley|IA|R
115|2323|s|Armed Forces and National Security|Dean|Heller|NV|R
115|2321|s|Government Operations and Politics|Elizabeth|Warren|MA|D
115|2320|s|Taxation|John|Cornyn|TX|R
115|2319|s|Energy|John|Barrasso|WY|R
115|2318|s|Labor and Employment|Tammy|Baldwin|WI|D
115|419|s|Crime and Law Enforcement|Charles|Grassley|IA|R
115|2317|s|Crime and Law Enforcement|Edward|Markey|MA|D
115|2316|s|Native Americans|John|Thune|SD|R
115|2314|s|Foreign Trade and International Finance|Claire|McCaskill|MO|D
115|2312|s|Health|Bill|Cassidy|LA|R
115|2310|s|Foreign Trade and International Finance|Jon|Tester|MT|D
115|2309|s|Economics and Public Finance|Jeff|Merkley|OR|D
115|2308|s|Foreign Trade and International Finance|Robert|Menendez|NJ|D
115|2307|s|Foreign Trade and International Finance|Robert|Menendez|NJ|D
115|2306|s|Education|Mike|Lee|UT|R
115|875|s|Science, Technology, Communications|Dan|Sullivan|AK|R
115|1425|s|Public Lands and Natural Resources|Roger|Wicker|MS|R
115|2305|s|Housing and Community Development|Sherrod|Brown|OH|D
115|2304|s|Armed Forces and National Security|Thomas|Tillis|NC|R
115|2303|s|Health|Johnny|Isakson|GA|R
115|2301|s|Health|Elizabeth|Warren|MA|D
115|2302|s|Public Lands and Natural Resources|ORRIN|HATCH|UT|R
115|2300|s|Government Operations and Politics|Kirsten|Gillibrand|NY|D
115|2299|s|Emergency Management|Jim|Inhofe|OK|R
115|2298|s|Public Lands and Natural Resources|Sheldon|Whitehouse|RI|D
115|2295|s|Government Operations and Politics|Brian|Schatz|HI|D
115|2294|s|Armed Forces and National Security|Richard|Blumenthal|CT|D
115|2293|s|Immigration|Richard|Blumenthal|CT|D
115|2292|s|Energy|CLARENCE|NELSON|FL|D
115|2291|s|Taxation|Ted|Cruz|TX|R
115|2288|s|Armed Forces and National Security|Ted|Cruz|TX|R
115|2287|s|Taxation|Edward|Markey|MA|D
115|1693|s|Crime and Law Enforcement|Rob|Portman|OH|R
115|2285|s|Government Operations and Politics|Claire|McCaskill|MO|D
115|2284|s|Government Operations and Politics|Rob|Portman|OH|R
115|2080|s|Finance and Financial Sector|Elizabeth|Warren|MA|D
115|1766|s|Crime and Law Enforcement|John|Cornyn|TX|R
115|1532|s|Transportation and Public Works|John|Thune|SD|R
115|1393|s|Transportation and Public Works|John|Cornyn|TX|R
115|2282|s|Law|John|Cornyn|TX|R
115|925|s|Armed Forces and National Security|Joni|Ernst|IA|R
115|2280|s|Armed Forces and National Security|Rob|Portman|OH|R
115|2281|s|Taxation|Ted|Cruz|TX|R
115|2279|s|Transportation and Public Works|Sherrod|Brown|OH|D
115|2277|s|Animals|JEFF|FLAKE|AZ|R
115|1536|s|Transportation and Public Works|Amy|Klobuchar|MN|D
115|2275|s|Immigration|John|Reed|RI|D
115|2273|s|Environmental Protection|Dan|Sullivan|AK|R
115|501|s|Public Lands and Natural Resources|Jon|Tester|MT|D
115|432|s|Public Lands and Natural Resources|Martin|Heinrich|NM|D
115|1208|s|Government Operations and Politics|Robert|Menendez|NJ|D
115|1447|s|Environmental Protection|Thomas|Carper|DE|D
115|2272|s|Finance and Financial Sector|Kamala|Harris|CA|D
115|2271|s|Arts, Culture, Religion|John|Reed|RI|D
115|2270|s|Health|Steve|Daines|MT|R
115|2268|s|Education|Cory|Booker|NJ|D
115|2267|s|Finance and Financial Sector|Al|Franken|MN|D
115|2265|s|International Affairs|Ted|Cruz|TX|R
115|2264|s|Public Lands and Natural Resources|John|Reed|RI|D
115|2263|s|Agriculture and Food|Joe|Donnelly|IN|D
115|2262|s|Emergency Management|Claire|McCaskill|MO|D
115|2260|s|Health|Brian|Schatz|HI|D
115|1266|s|Armed Forces and National Security|Jim|Inhofe|OK|R
115|2259|s|Health|Cory|Booker|NJ|D
115|2258|s|Education|Rob|Portman|OH|R
115|2256|s|Taxation|ORRIN|HATCH|UT|R
115|1827|s|Health|ORRIN|HATCH|UT|R
115|2255|s|Education|Todd|Young|IN|R
115|2254|s|Taxation|Robert|Menendez|NJ|D
115|2253|s|Health|Debbie|Stabenow|MI|D
115|2252|s|Animals|Jon|Tester|MT|D
115|2251|s|Government Operations and Politics|Jeanne|Shaheen|NH|D
115|2250|s|Crime and Law Enforcement|Tammy|Duckworth|IL|D
115|2247|s|Armed Forces and National Security|Dean|Heller|NV|R
115|371|s|International Affairs|Bob|Corker|TN|R
115|2244|s|Transportation and Public Works|Susan|Collins|ME|R
115|2243|s|Agriculture and Food|Steve|Daines|MT|R
115|654|s|Crime and Law Enforcement|Patrick|Toomey|PA|R
115|2241|s|Health|Angus|King|ME|I
115|2240|s|Education|Amy|Klobuchar|MN|D
115|2239|s|Armed Forces and National Security|Debbie|Stabenow|MI|D
115|2237|s|Finance and Financial Sector|Jerry|Moran|KS|R
115|2236|s|Congress|Kirsten|Gillibrand|NY|D
115|2234|s|Science, Technology, Communications|Roger|Wicker|MS|R
115|2235|s|Government Operations and Politics|Joe|Donnelly|IN|D
115|584|s|Government Operations and Politics|James|Lankford|OK|R
115|2233|s|Native Americans|TOM|UDALL|NM|D
115|1769|s|Government Operations and Politics|Maggie|Hassan|NH|D
115|2232|s|Energy|Angus|King|ME|I
115|2230|s|Housing and Community Development|John|Cornyn|TX|R
115|2231|s|Education|Jeanne|Shaheen|NH|D
115|2229|s|Public Lands and Natural Resources|Lisa|Murkowski|AK|R
115|2228|s|Education|Mike|Lee|UT|R
115|2227|s|Health|Rob|Portman|OH|R
115|2223|s|Public Lands and Natural Resources|Tammy|Baldwin|WI|D
115|2226|s|Housing and Community Development|Marco|Rubio|FL|R
115|2224|s|Education|Joe|Donnelly|IN|D
115|2222|s|Taxation|Steve|Daines|MT|R
115|2220|s|Transportation and Public Works|Ted|Cruz|TX|R
115|2219|s|Transportation and Public Works|Kirsten|Gillibrand|NY|D
115|2217|s|Science, Technology, Communications|Maria|Cantwell|WA|D
115|2216|s|Emergency Management|Robert|Menendez|NJ|D
115|2215|s|Agriculture and Food|Bob|Casey|PA|D
115|1118|s|International Affairs|Marco|Rubio|FL|R
115|2214|s|Health|MICHAEL|ENZI|WY|R
115|2212|s|Health|Elizabeth|Warren|MA|D
115|2211|s|Crime and Law Enforcement|Joseph|Manchin|WV|D
115|2210|s|Science, Technology, Communications|Jerry|Moran|KS|R
115|1901|s|International Affairs|Cory|Gardner|CO|R
115|2209|s|Health|John|Cornyn|TX|R
115|2208|s|Government Operations and Politics|Edward|Markey|MA|D
115|2207|s|Education|Jon|Tester|MT|D
115|2205|s|Native Americans|Martin|Heinrich|NM|D
115|2204|s|Health|Bill|Cassidy|LA|R
115|2199|s|Immigration|JEFF|FLAKE|AZ|R
115|2192|s|Immigration|Charles|Grassley|IA|R
115|2146|s|Native Americans|TOM|UDALL|NM|D
115|2203|s|Law|Kirsten|Gillibrand|NY|D
115|2201|s|Education|Christopher|Coons|DE|D
115|2197|s|Taxation|Tammy|Baldwin|WI|D
115|2198|s|Taxation|Cory|Booker|NJ|D
115|2196|s|Government Operations and Politics|Christopher|Murphy|CT|D
115|1770|s|Native Americans|JEFF|FLAKE|AZ|R
115|2195|s|Law|Charles|Grassley|IA|R
115|2194|s|Environmental Protection|Maria|Cantwell|WA|D
115|1771|s|Economics and Public Finance|Roy|Blunt|MO|R
115|1876|s|Energy|Ron|Wyden|OR|D
115|1851|s|Energy|Al|Franken|MN|D
115|1455|s|Energy|JEFF|FLAKE|AZ|R
115|2191|s|Energy|CLARENCE|NELSON|FL|D
115|2189|s|Finance and Financial Sector|Edward|Markey|MA|D
115|2190|s|Agriculture and Food|Heidi|Heitkamp|ND|D
115|2187|s|Commerce|Robert|Menendez|NJ|D
115|2186|s|Civil Rights and Liberties, Minority Issues|Christopher|Coons|DE|D
115|2185|s|Public Lands and Natural Resources|Martin|Heinrich|NM|D
115|343|s|Native Americans|Mike|Rounds|SD|R
115|2184|s|Armed Forces and National Security|JOHN|MCCAIN|AZ|R
115|1886|s|Government Operations and Politics|James|Lankford|OK|R
115|2183|s|Health|Dean|Heller|NV|R
115|2180|s|Education|Robert|Menendez|NJ|D
115|302|s|Native Americans|John|Barrasso|WY|R
115|2181|s|Finance and Financial Sector|Robert|Menendez|NJ|D
115|2179|s|Commerce|CLARENCE|NELSON|FL|D
115|254|s|Native Americans|TOM|UDALL|NM|D
115|2177|s|Labor and Employment|Sherrod|Brown|OH|D
115|2176|s|Environmental Protection|Sheldon|Whitehouse|RI|D
115|2175|s|Health|Bill|Cassidy|LA|R
115|2174|s|Armed Forces and National Security|Todd|Young|IN|R
115|2173|s|Social Welfare|John|Cornyn|TX|R
115|2172|s|Health|Elizabeth|Warren|MA|D
115|2171|s|Finance and Financial Sector|MICHAEL|ENZI|WY|R
115|2170|s|Taxation|Catherine|Cortez Masto|NV|D
115|2169|s|Education|Ron|Wyden|OR|D
115|2168|s|Armed Forces and National Security|Cory|Gardner|CO|R
115|2167|s|Foreign Trade and International Finance|Ted|Cruz|TX|R
115|1|s|Taxation|MICHAEL|ENZI|WY|R
115|1885|s|Transportation and Public Works|John|Thune|SD|R
115|2165|s|Emergency Management|Bernard|Sanders|VT|I
115|1928|s|International Affairs|Bob|Corker|TN|R
115|2164|s|Economics and Public Finance|Angus|King|ME|I
115|2163|s|Education|Ted|Cruz|TX|R
115|2162|s|Crime and Law Enforcement|Kamala|Harris|CA|D
115|1241|s|Crime and Law Enforcement|Charles|Grassley|IA|R
115|2161|s|Crime and Law Enforcement|Kirsten|Gillibrand|NY|D
115|2159|s|Congress|Kirsten|Gillibrand|NY|D
115|2157|s|Health|Richard|Durbin|IL|D
115|2158|s|Armed Forces and National Security|Mike|Lee|UT|R
115|2156|s|Health|Claire|McCaskill|MO|D
115|2153|s|Transportation and Public Works|Dean|Heller|NV|R
115|2148|s|Emergency Management|Richard|Durbin|IL|D
115|2151|s|Energy|John|Hoeven|ND|R
115|2150|s|Commerce|Richard|Blumenthal|CT|D
115|2149|s|Public Lands and Natural Resources|Steve|Daines|MT|R
115|2099|s|Public Lands and Natural Resources|PAT|ROBERTS|KS|R
115|807|s|Commerce|Charles|Grassley|IA|R
115|2145|s|Immigration|Christopher|Murphy|CT|D
115|2144|s|Immigration|Chris|Van Hollen|MD|D
115|2143|s|Labor and Employment|Patty|Murray|WA|D
115|2141|s|Armed Forces and National Security|Kirsten|Gillibrand|NY|D
115|2142|s|Energy|Angus|King|ME|I
115|2140|s|Public Lands and Natural Resources|James|Risch|ID|R
115|2139|s|Agriculture and Food|Chris|Van Hollen|MD|D
115|2138|s|Education|Elizabeth|Warren|MA|D
115|2137|s|Agriculture and Food|Joe|Donnelly|IN|D
115|2136|s|Education|Sheldon|Whitehouse|RI|D
115|2134|s|Armed Forces and National Security|Tammy|Baldwin|WI|D
115|2133|s|Agriculture and Food|TOM|UDALL|NM|D
115|2132|s|Taxation|Al|Franken|MN|D
115|2128|s|Science, Technology, Communications|ORRIN|HATCH|UT|R
115|2131|s|Armed Forces and National Security|Patty|Murray|WA|D
115|2129|s|Armed Forces and National Security|Mazie|Hirono|HI|D
115|2130|s|Public Lands and Natural Resources|Jon|Tester|MT|D
115|2127|s|Armed Forces and National Security|Lisa|Murkowski|AK|R
115|2125|s|Health|Jeanne|Shaheen|NH|D
115|2124|s|Crime and Law Enforcement|Patrick|Leahy|VT|D
115|2123|s|Taxation|James|Lankford|OK|R
115|2122|s|Labor and Employment|Jeff|Merkley|OR|D
115|2121|s|Health|Dean|Heller|NV|R
115|2120|s|International Affairs|Jeanne|Shaheen|NH|D
115|839|s|Environmental Protection|Roger|Wicker|MS|R
115|203|s|Environmental Protection|Richard|Burr|NC|R
115|906|s|Government Operations and Politics|Claire|McCaskill|MO|D
115|886|s|Government Operations and Politics|Steve|Daines|MT|R
115|1153|s|Armed Forces and National Security|Tammy|Baldwin|WI|D
115|2119|s|Armed Forces and National Security|Richard|Durbin|IL|D
115|2117|s|Armed Forces and National Security|CLARENCE|NELSON|FL|D
115|2116|s|Finance and Financial Sector|Joe|Donnelly|IN|D
115|2115|s|Taxation|Patrick|Leahy|VT|D
115|2114|s|Armed Forces and National Security|Johnny|Isakson|GA|R
115|2112|s|Armed Forces and National Security|Joni|Ernst|IA|R
115|2111|s|Armed Forces and National Security|Steve|Daines|MT|R
115|2109|s|Education|Thomas|Carper|DE|D
115|2110|s|Armed Forces and National Security|Claire|McCaskill|MO|D
115|2108|s|Foreign Trade and International Finance|ORRIN|HATCH|UT|R
115|2107|s|Armed Forces and National Security|Dean|Heller|NV|R
115|2106|s|Government Operations and Politics|Amy|Klobuchar|MN|D
115|2104|s|Armed Forces and National Security|Kamala|Harris|CA|D
115|2105|s|Armed Forces and National Security|John|Boozman|AR|R
115|873|s|Government Operations and Politics|Rob|Portman|OH|R
115|2103|s|Health|Mazie|Hirono|HI|D
115|2100|s|Health|Brian|Schatz|HI|D
115|1088|s|Government Operations and Politics|Claire|McCaskill|MO|D
115|2097|s|Armed Forces and National Security|Jon|Tester|MT|D
115|2096|s|Agriculture and Food|JEFF|FLAKE|AZ|R
115|2094|s|Armed Forces and National Security|JEFF|FLAKE|AZ|R
115|237|s|Law|Charles|Grassley|IA|R
115|2089|s|Social Welfare|Michael|Bennet|CO|D
115|2093|s|Science, Technology, Communications|Roger|Wicker|MS|R
115|2092|s|Finance and Financial Sector|Roger|Wicker|MS|R
115|2091|s|Finance and Financial Sector|Roger|Wicker|MS|R
115|2090|s|Finance and Financial Sector|Roger|Wicker|MS|R
115|2010|s|Armed Forces and National Security|Richard|Burr|NC|R
115|2088|s|Armed Forces and National Security|Deb|Fischer|NE|R
115|2087|s|Education|Edward|Markey|MA|D
115|2086|s|Agriculture and Food|Jeanne|Shaheen|NH|D
115|2085|s|Agriculture and Food|Bob|Casey|PA|D
115|2084|s|Education|Sheldon|Whitehouse|RI|D
115|2083|s|Transportation and Public Works|Kamala|Harris|CA|D
115|171|s|Science, Technology, Communications|Dan|Sullivan|AK|R
115|2081|s|Education|Mark|Warner|VA|D
115|2082|s|Immigration|John|Kennedy|LA|R
115|2079|s|Government Operations and Politics|Cory|Booker|NJ|D
115|2077|s|Emergency Management|Bill|Cassidy|LA|R
115|2075|s|Taxation|Ron|Wyden|OR|D
115|920|s|Health|Jeanne|Shaheen|NH|D
115|782|s|Crime and Law Enforcement|John|Cornyn|TX|R
115|504|s|Immigration|Mazie|Hirono|HI|D
115|190|s|Energy|Cory|Gardner|CO|R
115|1617|s|Immigration|John|Cornyn|TX|R
115|2073|s|Public Lands and Natural Resources|Michael|Bennet|CO|D
115|2072|s|Environmental Protection|Jeff|Merkley|OR|D
115|2071|s|Immigration|Mazie|Hirono|HI|D
115|2069|s|Labor and Employment|Sherrod|Brown|OH|D
115|2068|s|Public Lands and Natural Resources|John|Barrasso|WY|R
115|2067|s|Health|Mike|Crapo|ID|R
115|2066|s|Health|CLARENCE|NELSON|FL|D
115|2065|s|Health|Todd|Young|IN|R
115|2064|s|Agriculture and Food|Ron|Johnson|WI|R
115|2063|s|Armed Forces and National Security|Jon|Tester|MT|D
115|2061|s|Science, Technology, Communications|CLARENCE|NELSON|FL|D
115|2059|s|Health|John|Thune|SD|R
115|2058|s|Armed Forces and National Security|Ron|Wyden|OR|D
115|2057|s|Government Operations and Politics|Tammy|Baldwin|WI|D
115|2056|s|Transportation and Public Works|Kirsten|Gillibrand|NY|D
115|2055|s|Health|Gary|Peters|MI|D
115|2054|s|Agriculture and Food|Jerry|Moran|KS|R
115|2053|s|Agriculture and Food|Jerry|Moran|KS|R
115|2050|s|Agriculture and Food|Jerry|Moran|KS|R
115|2052|s|Health|ORRIN|HATCH|UT|R
115|2049|s|Agriculture and Food|Jerry|Moran|KS|R
115|2051|s|Health|Rob|Portman|OH|R
115|2048|s|Taxation|Mark|Warner|VA|D
115|2047|s|International Affairs|Christopher|Murphy|CT|D
115|2046|s|Government Operations and Politics|Patty|Murray|WA|D
115|2045|s|Crime and Law Enforcement|Richard|Blumenthal|CT|D
115|2044|s|Crime and Law Enforcement|Richard|Blumenthal|CT|D
115|2043|s|Crime and Law Enforcement|Patty|Murray|WA|D
115|2042|s|Health|Amy|Klobuchar|MN|D
115|2041|s|Emergency Management|Michael|Bennet|CO|D
115|2039|s|Crime and Law Enforcement|Charles|Grassley|IA|R
115|2038|s|Armed Forces and National Security|Jerry|Moran|KS|R
115|2036|s|Foreign Trade and International Finance|Joe|Donnelly|IN|D
